<TICKER>;<PER>;<DATE>;ОТКРЫТИЕ;МАКСИМУМ;МИНИМУМ;ЗАКРЫТИЕ;<VOL>;<TIME>
SPFB.RTS-12.18;1;06.11.2018;114650;114690;114640;114660;129;20:35:00
SPFB.RTS-12.18;1;06.11.2018;114670;114680;114640;114650;98;20:36:00
SPFB.RTS-12.18;1;06.11.2018;114660;114700;114660;114680;176;20:37:00
SPFB.RTS-12.18;1;06.11.2018;114680;114710;114660;114690;176;20:38:00
SPFB.RTS-12.18;1;06.11.2018;114690;114690;114670;114680;84;20:39:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114670;114670;33;20:40:00
SPFB.RTS-12.18;1;06.11.2018;114660;114700;114650;114690;102;20:41:00
SPFB.RTS-12.18;1;06.11.2018;114690;114730;114690;114690;274;20:42:00
SPFB.RTS-12.18;1;06.11.2018;114710;114780;114710;114730;487;20:43:00
SPFB.RTS-12.18;1;06.11.2018;114740;114770;114740;114750;176;20:44:00
SPFB.RTS-12.18;1;06.11.2018;114740;114760;114730;114750;141;20:45:00
SPFB.RTS-12.18;1;06.11.2018;114760;114770;114720;114720;126;20:46:00
SPFB.RTS-12.18;1;06.11.2018;114710;114750;114710;114730;61;20:47:00
SPFB.RTS-12.18;1;06.11.2018;114720;114730;114710;114730;82;20:48:00
SPFB.RTS-12.18;1;06.11.2018;114740;114760;114710;114740;197;20:49:00
SPFB.RTS-12.18;1;06.11.2018;114750;114750;114720;114720;82;20:50:00
SPFB.RTS-12.18;1;06.11.2018;114720;114780;114720;114730;165;20:51:00
SPFB.RTS-12.18;1;06.11.2018;114730;114740;114720;114730;79;20:52:00
SPFB.RTS-12.18;1;06.11.2018;114710;114720;114690;114720;133;20:53:00
SPFB.RTS-12.18;1;06.11.2018;114710;114710;114660;114690;156;20:54:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114660;114690;65;20:55:00
SPFB.RTS-12.18;1;06.11.2018;114680;114700;114670;114670;58;20:56:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114660;114660;55;20:57:00
SPFB.RTS-12.18;1;06.11.2018;114670;114690;114670;114690;63;20:58:00
SPFB.RTS-12.18;1;06.11.2018;114680;114690;114660;114660;55;20:59:00
SPFB.RTS-12.18;1;06.11.2018;114670;114680;114640;114640;374;21:00:00
SPFB.RTS-12.18;1;06.11.2018;114640;114670;114620;114630;188;21:01:00
SPFB.RTS-12.18;1;06.11.2018;114640;114710;114630;114710;134;21:02:00
SPFB.RTS-12.18;1;06.11.2018;114690;114690;114650;114660;65;21:03:00
SPFB.RTS-12.18;1;06.11.2018;114660;114690;114650;114680;54;21:04:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114670;114670;21;21:05:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114660;114680;37;21:06:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114680;114680;120;21:07:00
SPFB.RTS-12.18;1;06.11.2018;114680;114720;114680;114690;34;21:08:00
SPFB.RTS-12.18;1;06.11.2018;114700;114710;114690;114700;31;21:09:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114680;114680;149;21:10:00
SPFB.RTS-12.18;1;06.11.2018;114680;114700;114670;114670;45;21:11:00
SPFB.RTS-12.18;1;06.11.2018;114660;114670;114640;114640;119;21:12:00
SPFB.RTS-12.18;1;06.11.2018;114640;114660;114630;114650;55;21:13:00
SPFB.RTS-12.18;1;06.11.2018;114650;114680;114650;114680;13;21:14:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114650;114660;38;21:15:00
SPFB.RTS-12.18;1;06.11.2018;114660;114690;114650;114690;53;21:16:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114690;114700;95;21:17:00
SPFB.RTS-12.18;1;06.11.2018;114710;114750;114680;114740;263;21:18:00
SPFB.RTS-12.18;1;06.11.2018;114720;114720;114700;114700;52;21:19:00
SPFB.RTS-12.18;1;06.11.2018;114690;114720;114690;114700;118;21:20:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114650;114660;61;21:21:00
SPFB.RTS-12.18;1;06.11.2018;114650;114650;114620;114630;110;21:22:00
SPFB.RTS-12.18;1;06.11.2018;114630;114630;114590;114590;144;21:23:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114580;114590;113;21:24:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114590;114590;117;21:25:00
SPFB.RTS-12.18;1;06.11.2018;114590;114590;114550;114560;178;21:26:00
SPFB.RTS-12.18;1;06.11.2018;114550;114580;114550;114580;136;21:27:00
SPFB.RTS-12.18;1;06.11.2018;114570;114590;114570;114580;63;21:28:00
SPFB.RTS-12.18;1;06.11.2018;114570;114600;114570;114600;48;21:29:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114580;114580;78;21:30:00
SPFB.RTS-12.18;1;06.11.2018;114580;114610;114570;114600;121;21:31:00
SPFB.RTS-12.18;1;06.11.2018;114610;114640;114590;114600;138;21:32:00
SPFB.RTS-12.18;1;06.11.2018;114620;114640;114610;114640;16;21:33:00
SPFB.RTS-12.18;1;06.11.2018;114630;114640;114620;114620;54;21:34:00
SPFB.RTS-12.18;1;06.11.2018;114620;114630;114610;114620;81;21:35:00
SPFB.RTS-12.18;1;06.11.2018;114630;114640;114600;114630;112;21:36:00
SPFB.RTS-12.18;1;06.11.2018;114630;114630;114590;114590;38;21:37:00
SPFB.RTS-12.18;1;06.11.2018;114590;114630;114590;114620;20;21:38:00
SPFB.RTS-12.18;1;06.11.2018;114630;114650;114610;114630;130;21:39:00
SPFB.RTS-12.18;1;06.11.2018;114630;114690;114610;114690;135;21:40:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114650;114670;78;21:41:00
SPFB.RTS-12.18;1;06.11.2018;114660;114690;114660;114690;56;21:42:00
SPFB.RTS-12.18;1;06.11.2018;114680;114700;114670;114700;77;21:43:00
SPFB.RTS-12.18;1;06.11.2018;114700;114710;114690;114690;90;21:44:00
SPFB.RTS-12.18;1;06.11.2018;114690;114690;114670;114680;33;21:45:00
SPFB.RTS-12.18;1;06.11.2018;114680;114720;114670;114700;62;21:46:00
SPFB.RTS-12.18;1;06.11.2018;114710;114730;114700;114720;51;21:47:00
SPFB.RTS-12.18;1;06.11.2018;114720;114750;114720;114740;174;21:48:00
SPFB.RTS-12.18;1;06.11.2018;114730;114740;114710;114710;36;21:49:00
SPFB.RTS-12.18;1;06.11.2018;114710;114720;114700;114710;23;21:50:00
SPFB.RTS-12.18;1;06.11.2018;114710;114740;114710;114730;54;21:51:00
SPFB.RTS-12.18;1;06.11.2018;114740;114840;114740;114800;814;21:52:00
SPFB.RTS-12.18;1;06.11.2018;114790;114800;114760;114760;146;21:53:00
SPFB.RTS-12.18;1;06.11.2018;114770;114800;114770;114790;71;21:54:00
SPFB.RTS-12.18;1;06.11.2018;114800;114840;114790;114840;153;21:55:00
SPFB.RTS-12.18;1;06.11.2018;114840;114870;114830;114860;253;21:56:00
SPFB.RTS-12.18;1;06.11.2018;114860;114890;114840;114840;271;21:57:00
SPFB.RTS-12.18;1;06.11.2018;114840;114870;114830;114860;89;21:58:00
SPFB.RTS-12.18;1;06.11.2018;114840;114850;114810;114820;73;21:59:00
SPFB.RTS-12.18;1;06.11.2018;114810;114830;114810;114820;22;22:00:00
SPFB.RTS-12.18;1;06.11.2018;114810;114830;114780;114790;269;22:01:00
SPFB.RTS-12.18;1;06.11.2018;114790;114800;114740;114770;245;22:02:00
SPFB.RTS-12.18;1;06.11.2018;114780;114800;114740;114740;124;22:03:00
SPFB.RTS-12.18;1;06.11.2018;114740;114770;114730;114740;77;22:04:00
SPFB.RTS-12.18;1;06.11.2018;114740;114770;114740;114760;29;22:05:00
SPFB.RTS-12.18;1;06.11.2018;114770;114800;114760;114780;78;22:06:00
SPFB.RTS-12.18;1;06.11.2018;114780;114800;114770;114800;33;22:07:00
SPFB.RTS-12.18;1;06.11.2018;114790;114810;114780;114790;118;22:08:00
SPFB.RTS-12.18;1;06.11.2018;114800;114820;114780;114810;92;22:09:00
SPFB.RTS-12.18;1;06.11.2018;114800;114840;114800;114810;164;22:10:00
SPFB.RTS-12.18;1;06.11.2018;114800;114830;114790;114820;83;22:11:00
SPFB.RTS-12.18;1;06.11.2018;114820;114840;114810;114820;69;22:12:00
SPFB.RTS-12.18;1;06.11.2018;114810;114880;114810;114870;240;22:13:00
SPFB.RTS-12.18;1;06.11.2018;114870;114870;114800;114830;100;22:14:00
SPFB.RTS-12.18;1;06.11.2018;114840;114840;114800;114810;31;22:15:00
SPFB.RTS-12.18;1;06.11.2018;114810;114810;114740;114760;371;22:16:00
SPFB.RTS-12.18;1;06.11.2018;114750;114760;114720;114740;171;22:17:00
SPFB.RTS-12.18;1;06.11.2018;114730;114740;114710;114730;43;22:18:00
SPFB.RTS-12.18;1;06.11.2018;114720;114730;114710;114720;53;22:19:00
SPFB.RTS-12.18;1;06.11.2018;114710;114710;114680;114690;353;22:20:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114670;114690;184;22:21:00
SPFB.RTS-12.18;1;06.11.2018;114680;114690;114660;114660;59;22:22:00
SPFB.RTS-12.18;1;06.11.2018;114670;114710;114650;114700;166;22:23:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114680;114690;52;22:24:00
SPFB.RTS-12.18;1;06.11.2018;114680;114710;114680;114690;53;22:25:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114640;114660;98;22:26:00
SPFB.RTS-12.18;1;06.11.2018;114680;114700;114630;114630;192;22:27:00
SPFB.RTS-12.18;1;06.11.2018;114640;114700;114640;114690;74;22:28:00
SPFB.RTS-12.18;1;06.11.2018;114680;114680;114610;114630;83;22:29:00
SPFB.RTS-12.18;1;06.11.2018;114610;114650;114570;114650;321;22:30:00
SPFB.RTS-12.18;1;06.11.2018;114640;114650;114590;114640;135;22:31:00
SPFB.RTS-12.18;1;06.11.2018;114660;114690;114660;114670;64;22:32:00
SPFB.RTS-12.18;1;06.11.2018;114680;114730;114680;114700;213;22:33:00
SPFB.RTS-12.18;1;06.11.2018;114680;114700;114650;114670;79;22:34:00
SPFB.RTS-12.18;1;06.11.2018;114670;114680;114630;114640;162;22:35:00
SPFB.RTS-12.18;1;06.11.2018;114640;114680;114620;114630;68;22:36:00
SPFB.RTS-12.18;1;06.11.2018;114640;114680;114630;114680;82;22:37:00
SPFB.RTS-12.18;1;06.11.2018;114670;114670;114640;114640;41;22:38:00
SPFB.RTS-12.18;1;06.11.2018;114640;114650;114630;114630;32;22:39:00
SPFB.RTS-12.18;1;06.11.2018;114630;114650;114610;114630;97;22:40:00
SPFB.RTS-12.18;1;06.11.2018;114620;114630;114610;114630;31;22:41:00
SPFB.RTS-12.18;1;06.11.2018;114650;114670;114640;114640;66;22:42:00
SPFB.RTS-12.18;1;06.11.2018;114670;114680;114610;114660;341;22:43:00
SPFB.RTS-12.18;1;06.11.2018;114660;114660;114610;114620;144;22:44:00
SPFB.RTS-12.18;1;06.11.2018;114620;114650;114620;114640;87;22:45:00
SPFB.RTS-12.18;1;06.11.2018;114640;114670;114640;114650;101;22:46:00
SPFB.RTS-12.18;1;06.11.2018;114660;114660;114630;114630;41;22:47:00
SPFB.RTS-12.18;1;06.11.2018;114650;114660;114650;114660;19;22:48:00
SPFB.RTS-12.18;1;06.11.2018;114670;114720;114670;114680;384;22:49:00
SPFB.RTS-12.18;1;06.11.2018;114660;114670;114650;114670;38;22:50:00
SPFB.RTS-12.18;1;06.11.2018;114670;114710;114670;114690;74;22:51:00
SPFB.RTS-12.18;1;06.11.2018;114690;114710;114670;114690;66;22:52:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114690;114700;23;22:53:00
SPFB.RTS-12.18;1;06.11.2018;114690;114690;114660;114660;36;22:54:00
SPFB.RTS-12.18;1;06.11.2018;114660;114660;114630;114650;110;22:55:00
SPFB.RTS-12.18;1;06.11.2018;114640;114680;114620;114660;271;22:56:00
SPFB.RTS-12.18;1;06.11.2018;114660;114720;114660;114700;66;22:57:00
SPFB.RTS-12.18;1;06.11.2018;114680;114690;114670;114670;20;22:58:00
SPFB.RTS-12.18;1;06.11.2018;114670;114670;114630;114660;148;22:59:00
SPFB.RTS-12.18;1;06.11.2018;114650;114660;114610;114630;255;23:00:00
SPFB.RTS-12.18;1;06.11.2018;114630;114630;114560;114580;229;23:01:00
SPFB.RTS-12.18;1;06.11.2018;114570;114580;114550;114570;115;23:02:00
SPFB.RTS-12.18;1;06.11.2018;114580;114600;114550;114590;87;23:03:00
SPFB.RTS-12.18;1;06.11.2018;114600;114660;114590;114630;331;23:04:00
SPFB.RTS-12.18;1;06.11.2018;114620;114640;114620;114640;40;23:05:00
SPFB.RTS-12.18;1;06.11.2018;114630;114670;114630;114660;63;23:06:00
SPFB.RTS-12.18;1;06.11.2018;114670;114670;114620;114630;42;23:07:00
SPFB.RTS-12.18;1;06.11.2018;114640;114640;114610;114630;63;23:08:00
SPFB.RTS-12.18;1;06.11.2018;114640;114640;114590;114610;154;23:09:00
SPFB.RTS-12.18;1;06.11.2018;114610;114610;114530;114550;356;23:10:00
SPFB.RTS-12.18;1;06.11.2018;114550;114560;114470;114490;622;23:11:00
SPFB.RTS-12.18;1;06.11.2018;114490;114520;114490;114520;167;23:12:00
SPFB.RTS-12.18;1;06.11.2018;114530;114550;114500;114540;188;23:13:00
SPFB.RTS-12.18;1;06.11.2018;114540;114550;114530;114540;102;23:14:00
SPFB.RTS-12.18;1;06.11.2018;114540;114550;114520;114550;209;23:15:00
SPFB.RTS-12.18;1;06.11.2018;114550;114550;114530;114550;67;23:16:00
SPFB.RTS-12.18;1;06.11.2018;114550;114590;114550;114570;136;23:17:00
SPFB.RTS-12.18;1;06.11.2018;114590;114620;114590;114600;188;23:18:00
SPFB.RTS-12.18;1;06.11.2018;114600;114630;114590;114630;183;23:19:00
SPFB.RTS-12.18;1;06.11.2018;114620;114630;114610;114610;26;23:20:00
SPFB.RTS-12.18;1;06.11.2018;114610;114610;114580;114580;85;23:21:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114580;114580;91;23:22:00
SPFB.RTS-12.18;1;06.11.2018;114580;114580;114570;114580;7;23:23:00
SPFB.RTS-12.18;1;06.11.2018;114590;114630;114590;114610;51;23:24:00
SPFB.RTS-12.18;1;06.11.2018;114610;114660;114600;114650;217;23:25:00
SPFB.RTS-12.18;1;06.11.2018;114640;114640;114620;114620;87;23:26:00
SPFB.RTS-12.18;1;06.11.2018;114620;114620;114570;114570;104;23:27:00
SPFB.RTS-12.18;1;06.11.2018;114570;114590;114560;114560;59;23:28:00
SPFB.RTS-12.18;1;06.11.2018;114560;114590;114560;114580;41;23:29:00
SPFB.RTS-12.18;1;06.11.2018;114580;114580;114520;114530;135;23:30:00
SPFB.RTS-12.18;1;06.11.2018;114520;114580;114490;114570;429;23:31:00
SPFB.RTS-12.18;1;06.11.2018;114570;114600;114570;114600;72;23:32:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114540;114550;199;23:33:00
SPFB.RTS-12.18;1;06.11.2018;114550;114590;114540;114580;72;23:34:00
SPFB.RTS-12.18;1;06.11.2018;114580;114580;114550;114560;52;23:35:00
SPFB.RTS-12.18;1;06.11.2018;114570;114580;114530;114530;73;23:36:00
SPFB.RTS-12.18;1;06.11.2018;114530;114580;114530;114550;37;23:37:00
SPFB.RTS-12.18;1;06.11.2018;114530;114560;114530;114540;30;23:38:00
SPFB.RTS-12.18;1;06.11.2018;114540;114550;114520;114540;130;23:39:00
SPFB.RTS-12.18;1;06.11.2018;114540;114540;114510;114510;96;23:40:00
SPFB.RTS-12.18;1;06.11.2018;114520;114580;114510;114580;104;23:41:00
SPFB.RTS-12.18;1;06.11.2018;114560;114580;114550;114570;83;23:42:00
SPFB.RTS-12.18;1;06.11.2018;114550;114550;114510;114510;165;23:43:00
SPFB.RTS-12.18;1;06.11.2018;114530;114570;114520;114550;196;23:44:00
SPFB.RTS-12.18;1;06.11.2018;114550;114630;114550;114620;388;23:45:00
SPFB.RTS-12.18;1;06.11.2018;114610;114630;114600;114610;153;23:46:00
SPFB.RTS-12.18;1;06.11.2018;114610;114640;114600;114630;317;23:47:00
SPFB.RTS-12.18;1;06.11.2018;114630;114660;114630;114640;252;23:48:00
SPFB.RTS-12.18;1;06.11.2018;114640;114660;114620;114630;190;23:49:00
SPFB.RTS-12.18;1;06.11.2018;114640;114970;114610;114700;1343;23:50:00
SPFB.RTS-12.18;1;04.12.2018;115150;115470;114920;115170;4389;10:01:00
SPFB.RTS-12.18;1;04.12.2018;115180;115220;115020;115150;2649;10:02:00
SPFB.RTS-12.18;1;04.12.2018;115150;115190;115100;115160;656;10:03:00
SPFB.RTS-12.18;1;04.12.2018;115160;115200;115050;115050;1158;10:04:00
SPFB.RTS-12.18;1;04.12.2018;115050;115110;114910;115110;2348;10:05:00
SPFB.RTS-12.18;1;04.12.2018;115080;115130;115000;115080;830;10:06:00
SPFB.RTS-12.18;1;04.12.2018;115070;115140;115050;115120;628;10:07:00
SPFB.RTS-12.18;1;04.12.2018;115110;115140;115030;115060;838;10:08:00
SPFB.RTS-12.18;1;04.12.2018;115070;115080;114970;115010;778;10:09:00
SPFB.RTS-12.18;1;04.12.2018;115000;115020;114940;115010;865;10:10:00
SPFB.RTS-12.18;1;04.12.2018;115000;115040;114970;114990;628;10:11:00
SPFB.RTS-12.18;1;04.12.2018;114980;115020;114960;114980;372;10:12:00
SPFB.RTS-12.18;1;04.12.2018;114990;115060;114990;114990;451;10:13:00
SPFB.RTS-12.18;1;04.12.2018;115000;115010;114920;114930;686;10:14:00
SPFB.RTS-12.18;1;04.12.2018;114930;114940;114820;114860;1658;10:15:00
SPFB.RTS-12.18;1;04.12.2018;114860;114930;114810;114890;1498;10:16:00
SPFB.RTS-12.18;1;04.12.2018;114890;114960;114870;114940;969;10:17:00
SPFB.RTS-12.18;1;04.12.2018;114930;114940;114870;114910;606;10:18:00
SPFB.RTS-12.18;1;04.12.2018;114890;114930;114870;114920;584;10:19:00
SPFB.RTS-12.18;1;04.12.2018;114920;115000;114900;114990;868;10:20:00
SPFB.RTS-12.18;1;04.12.2018;114990;115020;114900;114980;971;10:21:00
SPFB.RTS-12.18;1;04.12.2018;114990;115000;114920;114960;228;10:22:00
SPFB.RTS-12.18;1;04.12.2018;114950;115030;114910;115010;1063;10:23:00
SPFB.RTS-12.18;1;04.12.2018;115010;115090;114980;115070;1046;10:24:00
SPFB.RTS-12.18;1;04.12.2018;115060;115100;115020;115020;1145;10:25:00
SPFB.RTS-12.18;1;04.12.2018;115020;115090;115000;115030;602;10:26:00
SPFB.RTS-12.18;1;04.12.2018;115020;115110;115020;115070;601;10:27:00
SPFB.RTS-12.18;1;04.12.2018;115070;115080;115000;115000;541;10:28:00
SPFB.RTS-12.18;1;04.12.2018;115000;115020;114960;114980;508;10:29:00
SPFB.RTS-12.18;1;04.12.2018;114980;115010;114960;114970;278;10:30:00
SPFB.RTS-12.18;1;04.12.2018;114980;115010;114940;114990;649;10:31:00
SPFB.RTS-12.18;1;04.12.2018;115000;115000;114980;114990;237;10:32:00
SPFB.RTS-12.18;1;04.12.2018;114990;115050;114990;115040;597;10:33:00
SPFB.RTS-12.18;1;04.12.2018;115040;115050;114940;114980;534;10:34:00
SPFB.RTS-12.18;1;04.12.2018;114980;114990;114880;114900;571;10:35:00
SPFB.RTS-12.18;1;04.12.2018;114900;114940;114870;114930;348;10:36:00
SPFB.RTS-12.18;1;04.12.2018;114930;114960;114920;114950;274;10:37:00
SPFB.RTS-12.18;1;04.12.2018;114950;114980;114930;114970;110;10:38:00
SPFB.RTS-12.18;1;04.12.2018;114970;114980;114930;114980;134;10:39:00
SPFB.RTS-12.18;1;04.12.2018;114980;114990;114940;114940;155;10:40:00
SPFB.RTS-12.18;1;04.12.2018;114940;114970;114900;114970;164;10:41:00
SPFB.RTS-12.18;1;04.12.2018;114960;114980;114930;114970;108;10:42:00
SPFB.RTS-12.18;1;04.12.2018;114970;115010;114940;114970;291;10:43:00
SPFB.RTS-12.18;1;04.12.2018;114970;115030;114940;114960;474;10:44:00
SPFB.RTS-12.18;1;04.12.2018;114960;115000;114940;114960;201;10:45:00
SPFB.RTS-12.18;1;04.12.2018;114950;114960;114900;114930;915;10:46:00
SPFB.RTS-12.18;1;04.12.2018;114940;114980;114920;114950;373;10:47:00
SPFB.RTS-12.18;1;04.12.2018;114940;114970;114910;114970;137;10:48:00
SPFB.RTS-12.18;1;04.12.2018;114970;115020;114960;115010;497;10:49:00
SPFB.RTS-12.18;1;04.12.2018;115010;115060;114970;115000;777;10:50:00
SPFB.RTS-12.18;1;04.12.2018;115010;115020;114960;114960;264;10:51:00
SPFB.RTS-12.18;1;04.12.2018;114970;115020;114970;115020;193;10:52:00
SPFB.RTS-12.18;1;04.12.2018;115010;115030;115000;115020;182;10:53:00
SPFB.RTS-12.18;1;04.12.2018;115020;115020;114930;114930;655;10:54:00
SPFB.RTS-12.18;1;04.12.2018;114930;114980;114910;114930;499;10:55:00
SPFB.RTS-12.18;1;04.12.2018;114920;114930;114870;114920;670;10:56:00
SPFB.RTS-12.18;1;04.12.2018;114920;114940;114890;114920;216;10:57:00
SPFB.RTS-12.18;1;04.12.2018;114920;114920;114870;114890;271;10:58:00
SPFB.RTS-12.18;1;04.12.2018;114880;114910;114840;114870;939;10:59:00
SPFB.RTS-12.18;1;04.12.2018;114860;114900;114830;114830;728;11:00:00
SPFB.RTS-12.18;1;04.12.2018;114850;115010;114820;114990;1682;11:01:00
SPFB.RTS-12.18;1;04.12.2018;114990;115010;114930;115000;456;11:02:00
SPFB.RTS-12.18;1;04.12.2018;115000;115050;114980;115020;748;11:03:00
SPFB.RTS-12.18;1;04.12.2018;115030;115040;114990;115040;386;11:04:00
SPFB.RTS-12.18;1;04.12.2018;115040;115080;115020;115080;621;11:05:00
SPFB.RTS-12.18;1;04.12.2018;115060;115100;115010;115100;572;11:06:00
SPFB.RTS-12.18;1;04.12.2018;115090;115100;115060;115090;212;11:07:00
SPFB.RTS-12.18;1;04.12.2018;115070;115080;114980;115030;543;11:08:00
SPFB.RTS-12.18;1;04.12.2018;115030;115040;115000;115020;260;11:09:00
SPFB.RTS-12.18;1;04.12.2018;115000;115020;114980;115000;442;11:10:00
SPFB.RTS-12.18;1;04.12.2018;114990;115010;114960;114980;411;11:11:00
SPFB.RTS-12.18;1;04.12.2018;114980;115050;114980;115030;558;11:12:00
SPFB.RTS-12.18;1;04.12.2018;115030;115080;115020;115080;270;11:13:00
SPFB.RTS-12.18;1;04.12.2018;115090;115140;115050;115110;958;11:14:00
SPFB.RTS-12.18;1;04.12.2018;115100;115100;115050;115090;306;11:15:00
SPFB.RTS-12.18;1;04.12.2018;115100;115140;115090;115130;519;11:16:00
SPFB.RTS-12.18;1;04.12.2018;115140;115160;115080;115140;621;11:17:00
SPFB.RTS-12.18;1;04.12.2018;115150;115170;115100;115120;642;11:18:00
SPFB.RTS-12.18;1;04.12.2018;115130;115140;115100;115130;290;11:19:00
SPFB.RTS-12.18;1;04.12.2018;115140;115150;115110;115150;149;11:20:00
SPFB.RTS-12.18;1;04.12.2018;115150;115160;115130;115150;155;11:21:00
SPFB.RTS-12.18;1;04.12.2018;115150;115230;115130;115230;793;11:22:00
SPFB.RTS-12.18;1;04.12.2018;115220;115220;115160;115210;497;11:23:00
SPFB.RTS-12.18;1;04.12.2018;115210;115290;115210;115280;1220;11:24:00
SPFB.RTS-12.18;1;04.12.2018;115280;115300;115230;115240;719;11:25:00
SPFB.RTS-12.18;1;04.12.2018;115250;115320;115250;115310;675;11:26:00
SPFB.RTS-12.18;1;04.12.2018;115310;115350;115280;115300;1100;11:27:00
SPFB.RTS-12.18;1;04.12.2018;115290;115320;115260;115270;693;11:28:00
SPFB.RTS-12.18;1;04.12.2018;115260;115290;115240;115280;535;11:29:00
SPFB.RTS-12.18;1;04.12.2018;115290;115290;115230;115250;879;11:30:00
SPFB.RTS-12.18;1;04.12.2018;115260;115290;115220;115240;1162;11:31:00
SPFB.RTS-12.18;1;04.12.2018;115240;115250;115220;115250;491;11:32:00
SPFB.RTS-12.18;1;04.12.2018;115240;115310;115230;115240;600;11:33:00
SPFB.RTS-12.18;1;04.12.2018;115240;115260;115220;115230;268;11:34:00
SPFB.RTS-12.18;1;04.12.2018;115240;115240;115210;115240;195;11:35:00
SPFB.RTS-12.18;1;04.12.2018;115240;115250;115200;115250;643;11:36:00
SPFB.RTS-12.18;1;04.12.2018;115250;115280;115210;115210;311;11:37:00
SPFB.RTS-12.18;1;04.12.2018;115210;115240;115200;115230;380;11:38:00
SPFB.RTS-12.18;1;04.12.2018;115230;115280;115220;115250;410;11:39:00
SPFB.RTS-12.18;1;04.12.2018;115240;115260;115170;115200;589;11:40:00
SPFB.RTS-12.18;1;04.12.2018;115200;115240;115170;115220;286;11:41:00
SPFB.RTS-12.18;1;04.12.2018;115220;115220;115160;115210;390;11:42:00
SPFB.RTS-12.18;1;04.12.2018;115200;115240;115190;115220;352;11:43:00
SPFB.RTS-12.18;1;04.12.2018;115230;115260;115210;115260;336;11:44:00
SPFB.RTS-12.18;1;04.12.2018;115260;115290;115250;115280;462;11:45:00
SPFB.RTS-12.18;1;04.12.2018;115280;115310;115240;115310;696;11:46:00
SPFB.RTS-12.18;1;04.12.2018;115310;115410;115300;115370;1494;11:47:00
SPFB.RTS-12.18;1;04.12.2018;115380;115410;115330;115390;716;11:48:00
SPFB.RTS-12.18;1;04.12.2018;115390;115440;115390;115430;902;11:49:00
SPFB.RTS-12.18;1;04.12.2018;115430;115500;115430;115480;1883;11:50:00
SPFB.RTS-12.18;1;04.12.2018;115490;115550;115470;115520;1451;11:51:00
SPFB.RTS-12.18;1;04.12.2018;115520;115530;115470;115510;668;11:52:00
SPFB.RTS-12.18;1;04.12.2018;115510;115530;115450;115490;494;11:53:00
SPFB.RTS-12.18;1;04.12.2018;115490;115500;115460;115470;386;11:54:00
SPFB.RTS-12.18;1;04.12.2018;115480;115580;115480;115560;993;11:55:00
SPFB.RTS-12.18;1;04.12.2018;115550;115620;115520;115620;1270;11:56:00
SPFB.RTS-12.18;1;04.12.2018;115610;115640;115570;115610;1198;11:57:00
SPFB.RTS-12.18;1;04.12.2018;115610;115630;115560;115590;365;11:58:00
SPFB.RTS-12.18;1;04.12.2018;115590;115750;115570;115710;2342;11:59:00
