<TICKER>;<PER>;<DATE>;ОТКРЫТИЕ;МАКСИМУМ;МИНИМУМ;ЗАКРЫТИЕ;<VOL>;<TIME>
SPFB.RTS-12.18;1;04.12.2018;115480;115490;115420;115470;319;12:26:00
SPFB.RTS-12.18;1;04.12.2018;115470;115490;115430;115460;218;12:27:00
SPFB.RTS-12.18;1;04.12.2018;115460;115490;115420;115430;294;12:28:00
SPFB.RTS-12.18;1;04.12.2018;115440;115460;115420;115460;340;12:29:00
SPFB.RTS-12.18;1;04.12.2018;115440;115490;115440;115470;145;12:30:00
SPFB.RTS-12.18;1;04.12.2018;115470;115580;115470;115540;735;12:31:00
SPFB.RTS-12.18;1;04.12.2018;115530;115580;115510;115530;295;12:32:00
SPFB.RTS-12.18;1;04.12.2018;115530;115530;115480;115500;244;12:33:00
SPFB.RTS-12.18;1;04.12.2018;115490;115520;115460;115470;433;12:34:00
SPFB.RTS-12.18;1;04.12.2018;115480;115500;115460;115470;101;12:35:00
SPFB.RTS-12.18;1;04.12.2018;115470;115500;115420;115450;733;12:36:00
SPFB.RTS-12.18;1;04.12.2018;115470;115560;115460;115520;725;12:37:00
SPFB.RTS-12.18;1;04.12.2018;115530;115540;115420;115480;803;12:38:00
SPFB.RTS-12.18;1;04.12.2018;115480;115480;115370;115380;1360;12:39:00
SPFB.RTS-12.18;1;04.12.2018;115380;115480;115370;115460;563;12:40:00
SPFB.RTS-12.18;1;04.12.2018;115470;115510;115420;115420;578;12:41:00
SPFB.RTS-12.18;1;04.12.2018;115440;115460;115360;115450;665;12:42:00
SPFB.RTS-12.18;1;04.12.2018;115450;115450;115360;115390;580;12:43:00
SPFB.RTS-12.18;1;04.12.2018;115390;115410;115360;115360;321;12:44:00
SPFB.RTS-12.18;1;04.12.2018;115360;115420;115360;115400;327;12:45:00
SPFB.RTS-12.18;1;04.12.2018;115400;115410;115370;115410;180;12:46:00
SPFB.RTS-12.18;1;04.12.2018;115420;115450;115410;115440;305;12:47:00
SPFB.RTS-12.18;1;04.12.2018;115450;115450;115420;115440;159;12:48:00
SPFB.RTS-12.18;1;04.12.2018;115440;115480;115430;115460;398;12:49:00
SPFB.RTS-12.18;1;04.12.2018;115460;115530;115450;115520;1060;12:50:00
SPFB.RTS-12.18;1;04.12.2018;115520;115530;115450;115490;973;12:51:00
SPFB.RTS-12.18;1;04.12.2018;115500;115560;115480;115540;875;12:52:00
SPFB.RTS-12.18;1;04.12.2018;115540;115620;115520;115600;1068;12:53:00
SPFB.RTS-12.18;1;04.12.2018;115580;115690;115580;115620;1603;12:54:00
SPFB.RTS-12.18;1;04.12.2018;115630;115680;115580;115610;1448;12:55:00
SPFB.RTS-12.18;1;04.12.2018;115610;115640;115560;115580;845;12:56:00
SPFB.RTS-12.18;1;04.12.2018;115590;115630;115590;115610;460;12:57:00
SPFB.RTS-12.18;1;04.12.2018;115610;115630;115570;115580;501;12:58:00
SPFB.RTS-12.18;1;04.12.2018;115580;115580;115550;115570;451;12:59:00
SPFB.RTS-12.18;1;04.12.2018;115570;115590;115550;115580;425;13:00:00
SPFB.RTS-12.18;1;04.12.2018;115590;115620;115540;115600;896;13:01:00
SPFB.RTS-12.18;1;04.12.2018;115600;115610;115540;115550;327;13:02:00
SPFB.RTS-12.18;1;04.12.2018;115560;115570;115450;115460;1507;13:03:00
SPFB.RTS-12.18;1;04.12.2018;115460;115490;115410;115440;937;13:04:00
SPFB.RTS-12.18;1;04.12.2018;115440;115520;115440;115520;420;13:05:00
SPFB.RTS-12.18;1;04.12.2018;115520;115520;115420;115460;511;13:06:00
SPFB.RTS-12.18;1;04.12.2018;115460;115500;115450;115470;112;13:07:00
SPFB.RTS-12.18;1;04.12.2018;115490;115490;115470;115470;106;13:08:00
SPFB.RTS-12.18;1;04.12.2018;115480;115530;115480;115500;461;13:09:00
SPFB.RTS-12.18;1;04.12.2018;115500;115500;115450;115480;327;13:10:00
SPFB.RTS-12.18;1;04.12.2018;115480;115510;115470;115510;167;13:11:00
SPFB.RTS-12.18;1;04.12.2018;115510;115530;115460;115470;274;13:12:00
SPFB.RTS-12.18;1;04.12.2018;115470;115490;115430;115470;348;13:13:00
SPFB.RTS-12.18;1;04.12.2018;115460;115490;115400;115490;655;13:14:00
SPFB.RTS-12.18;1;04.12.2018;115480;115540;115470;115520;382;13:15:00
SPFB.RTS-12.18;1;04.12.2018;115530;115530;115490;115500;178;13:16:00
SPFB.RTS-12.18;1;04.12.2018;115500;115520;115500;115510;109;13:17:00
SPFB.RTS-12.18;1;04.12.2018;115520;115550;115520;115530;260;13:18:00
SPFB.RTS-12.18;1;04.12.2018;115530;115530;115500;115520;279;13:19:00
SPFB.RTS-12.18;1;04.12.2018;115510;115520;115440;115450;504;13:20:00
SPFB.RTS-12.18;1;04.12.2018;115450;115490;115440;115490;421;13:21:00
SPFB.RTS-12.18;1;04.12.2018;115490;115490;115460;115480;115;13:22:00
SPFB.RTS-12.18;1;04.12.2018;115480;115540;115480;115530;257;13:23:00
SPFB.RTS-12.18;1;04.12.2018;115530;115560;115520;115560;617;13:24:00
SPFB.RTS-12.18;1;04.12.2018;115560;115560;115500;115540;374;13:25:00
SPFB.RTS-12.18;1;04.12.2018;115540;115540;115520;115530;318;13:26:00
SPFB.RTS-12.18;1;04.12.2018;115540;115550;115510;115540;261;13:27:00
SPFB.RTS-12.18;1;04.12.2018;115540;115540;115490;115540;270;13:28:00
SPFB.RTS-12.18;1;04.12.2018;115540;115560;115530;115540;162;13:29:00
SPFB.RTS-12.18;1;04.12.2018;115530;115600;115530;115600;573;13:30:00
SPFB.RTS-12.18;1;04.12.2018;115590;115620;115570;115610;1144;13:31:00
SPFB.RTS-12.18;1;04.12.2018;115610;115630;115540;115550;582;13:32:00
SPFB.RTS-12.18;1;04.12.2018;115550;115570;115520;115560;304;13:33:00
SPFB.RTS-12.18;1;04.12.2018;115560;115570;115530;115550;153;13:34:00
SPFB.RTS-12.18;1;04.12.2018;115550;115560;115520;115520;204;13:35:00
SPFB.RTS-12.18;1;04.12.2018;115520;115590;115520;115570;330;13:36:00
SPFB.RTS-12.18;1;04.12.2018;115570;115600;115540;115550;303;13:37:00
SPFB.RTS-12.18;1;04.12.2018;115550;115570;115530;115570;440;13:38:00
SPFB.RTS-12.18;1;04.12.2018;115570;115570;115540;115540;110;13:39:00
SPFB.RTS-12.18;1;04.12.2018;115540;115560;115410;115460;2277;13:40:00
SPFB.RTS-12.18;1;04.12.2018;115450;115530;115450;115520;881;13:41:00
SPFB.RTS-12.18;1;04.12.2018;115520;115590;115510;115570;685;13:42:00
SPFB.RTS-12.18;1;04.12.2018;115580;115580;115510;115520;336;13:43:00
SPFB.RTS-12.18;1;04.12.2018;115520;115550;115500;115510;142;13:44:00
SPFB.RTS-12.18;1;04.12.2018;115510;115540;115490;115500;449;13:45:00
SPFB.RTS-12.18;1;04.12.2018;115490;115510;115470;115500;497;13:46:00
SPFB.RTS-12.18;1;04.12.2018;115500;115500;115460;115460;212;13:47:00
SPFB.RTS-12.18;1;04.12.2018;115470;115480;115440;115470;540;13:48:00
SPFB.RTS-12.18;1;04.12.2018;115460;115480;115420;115460;351;13:49:00
SPFB.RTS-12.18;1;04.12.2018;115470;115470;115410;115460;472;13:50:00
SPFB.RTS-12.18;1;04.12.2018;115470;115490;115440;115450;334;13:51:00
SPFB.RTS-12.18;1;04.12.2018;115450;115490;115450;115480;225;13:52:00
SPFB.RTS-12.18;1;04.12.2018;115480;115490;115470;115490;124;13:53:00
SPFB.RTS-12.18;1;04.12.2018;115480;115480;115410;115420;565;13:54:00
SPFB.RTS-12.18;1;04.12.2018;115420;115460;115410;115440;282;13:55:00
SPFB.RTS-12.18;1;04.12.2018;115450;115460;115390;115460;653;13:56:00
SPFB.RTS-12.18;1;04.12.2018;115440;115470;115430;115460;155;13:57:00
SPFB.RTS-12.18;1;04.12.2018;115460;115480;115450;115470;133;13:58:00
SPFB.RTS-12.18;1;04.12.2018;115470;115490;115460;115470;285;13:59:00
SPFB.RTS-12.18;1;04.12.2018;115490;115530;115490;115510;459;14:00:00
SPFB.RTS-12.18;1;04.12.2018;115530;115570;115520;115570;570;14:06:00
SPFB.RTS-12.18;1;04.12.2018;115560;115600;115550;115570;502;14:07:00
SPFB.RTS-12.18;1;04.12.2018;115580;115600;115540;115560;433;14:08:00
SPFB.RTS-12.18;1;04.12.2018;115560;115600;115560;115600;287;14:09:00
SPFB.RTS-12.18;1;04.12.2018;115600;115600;115530;115600;351;14:10:00
SPFB.RTS-12.18;1;04.12.2018;115600;115600;115570;115600;231;14:11:00
SPFB.RTS-12.18;1;04.12.2018;115600;115620;115580;115610;415;14:12:00
SPFB.RTS-12.18;1;04.12.2018;115620;115620;115570;115580;627;14:13:00
SPFB.RTS-12.18;1;04.12.2018;115580;115600;115550;115570;254;14:14:00
SPFB.RTS-12.18;1;04.12.2018;115590;115620;115580;115620;319;14:15:00
SPFB.RTS-12.18;1;04.12.2018;115620;115630;115570;115570;463;14:16:00
SPFB.RTS-12.18;1;04.12.2018;115570;115680;115570;115670;1029;14:17:00
SPFB.RTS-12.18;1;04.12.2018;115670;115680;115610;115610;422;14:18:00
SPFB.RTS-12.18;1;04.12.2018;115620;115690;115600;115660;690;14:19:00
SPFB.RTS-12.18;1;04.12.2018;115670;115690;115650;115670;251;14:20:00
SPFB.RTS-12.18;1;04.12.2018;115670;115680;115620;115680;833;14:21:00
SPFB.RTS-12.18;1;04.12.2018;115670;115690;115660;115660;243;14:22:00
SPFB.RTS-12.18;1;04.12.2018;115670;115680;115650;115660;240;14:23:00
SPFB.RTS-12.18;1;04.12.2018;115670;115690;115630;115640;408;14:24:00
SPFB.RTS-12.18;1;04.12.2018;115650;115660;115630;115640;287;14:25:00
SPFB.RTS-12.18;1;04.12.2018;115640;115650;115620;115640;377;14:26:00
SPFB.RTS-12.18;1;04.12.2018;115640;115640;115600;115620;504;14:27:00
SPFB.RTS-12.18;1;04.12.2018;115610;115630;115600;115610;249;14:28:00
SPFB.RTS-12.18;1;04.12.2018;115610;115630;115600;115620;414;14:29:00
SPFB.RTS-12.18;1;04.12.2018;115610;115660;115580;115580;495;14:30:00
SPFB.RTS-12.18;1;04.12.2018;115580;115660;115580;115620;646;14:31:00
SPFB.RTS-12.18;1;04.12.2018;115620;115640;115580;115610;393;14:32:00
SPFB.RTS-12.18;1;04.12.2018;115620;115620;115580;115580;325;14:33:00
SPFB.RTS-12.18;1;04.12.2018;115580;115590;115560;115590;280;14:34:00
SPFB.RTS-12.18;1;04.12.2018;115590;115630;115570;115620;236;14:35:00
SPFB.RTS-12.18;1;04.12.2018;115620;115630;115590;115630;115;14:36:00
SPFB.RTS-12.18;1;04.12.2018;115620;115620;115570;115590;120;14:37:00
SPFB.RTS-12.18;1;04.12.2018;115600;115600;115570;115590;90;14:38:00
SPFB.RTS-12.18;1;04.12.2018;115600;115630;115590;115590;161;14:39:00
SPFB.RTS-12.18;1;04.12.2018;115600;115650;115600;115650;137;14:40:00
SPFB.RTS-12.18;1;04.12.2018;115640;115650;115610;115610;156;14:41:00
SPFB.RTS-12.18;1;04.12.2018;115600;115610;115550;115600;382;14:42:00
SPFB.RTS-12.18;1;04.12.2018;115610;115630;115600;115620;149;14:43:00
SPFB.RTS-12.18;1;04.12.2018;115610;115610;115580;115580;93;14:44:00
SPFB.RTS-12.18;1;04.12.2018;115590;115600;115530;115570;600;14:45:00
SPFB.RTS-12.18;1;04.12.2018;115570;115580;115530;115530;341;14:46:00
SPFB.RTS-12.18;1;04.12.2018;115530;115550;115510;115520;565;14:47:00
SPFB.RTS-12.18;1;04.12.2018;115520;115560;115500;115530;339;14:48:00
SPFB.RTS-12.18;1;04.12.2018;115530;115550;115470;115480;541;14:49:00
SPFB.RTS-12.18;1;04.12.2018;115490;115500;115460;115490;378;14:50:00
SPFB.RTS-12.18;1;04.12.2018;115490;115550;115470;115480;640;14:51:00
SPFB.RTS-12.18;1;04.12.2018;115490;115510;115470;115500;135;14:52:00
SPFB.RTS-12.18;1;04.12.2018;115490;115500;115460;115480;160;14:53:00
SPFB.RTS-12.18;1;04.12.2018;115480;115480;115430;115480;327;14:54:00
SPFB.RTS-12.18;1;04.12.2018;115460;115460;115400;115450;566;14:55:00
SPFB.RTS-12.18;1;04.12.2018;115450;115460;115410;115410;135;14:56:00
SPFB.RTS-12.18;1;04.12.2018;115410;115430;115370;115410;583;14:57:00
SPFB.RTS-12.18;1;04.12.2018;115400;115430;115390;115400;280;14:58:00
SPFB.RTS-12.18;1;04.12.2018;115400;115440;115380;115420;176;14:59:00
SPFB.RTS-12.18;1;04.12.2018;115430;115440;115410;115440;352;15:00:00
SPFB.RTS-12.18;1;04.12.2018;115440;115440;115410;115410;408;15:01:00
SPFB.RTS-12.18;1;04.12.2018;115420;115470;115410;115440;375;15:02:00
SPFB.RTS-12.18;1;04.12.2018;115430;115430;115390;115420;181;15:03:00
SPFB.RTS-12.18;1;04.12.2018;115410;115440;115390;115430;89;15:04:00
SPFB.RTS-12.18;1;04.12.2018;115430;115460;115420;115440;136;15:05:00
SPFB.RTS-12.18;1;04.12.2018;115440;115500;115440;115460;280;15:06:00
SPFB.RTS-12.18;1;04.12.2018;115460;115530;115460;115480;400;15:07:00
SPFB.RTS-12.18;1;04.12.2018;115490;115510;115480;115500;117;15:08:00
SPFB.RTS-12.18;1;04.12.2018;115500;115510;115460;115480;242;15:09:00
SPFB.RTS-12.18;1;04.12.2018;115490;115500;115460;115460;87;15:10:00
SPFB.RTS-12.18;1;04.12.2018;115470;115470;115430;115450;295;15:11:00
SPFB.RTS-12.18;1;04.12.2018;115430;115460;115420;115430;191;15:12:00
SPFB.RTS-12.18;1;04.12.2018;115430;115430;115270;115340;1784;15:13:00
SPFB.RTS-12.18;1;04.12.2018;115330;115340;115290;115320;469;15:14:00
SPFB.RTS-12.18;1;04.12.2018;115310;115330;115210;115270;1404;15:15:00
SPFB.RTS-12.18;1;04.12.2018;115270;115300;115250;115290;293;15:16:00
SPFB.RTS-12.18;1;04.12.2018;115280;115340;115280;115340;383;15:17:00
SPFB.RTS-12.18;1;04.12.2018;115330;115340;115310;115320;161;15:18:00
SPFB.RTS-12.18;1;04.12.2018;115310;115330;115280;115320;285;15:19:00
SPFB.RTS-12.18;1;04.12.2018;115330;115340;115310;115320;255;15:20:00
SPFB.RTS-12.18;1;04.12.2018;115330;115370;115320;115360;339;15:21:00
SPFB.RTS-12.18;1;04.12.2018;115360;115400;115360;115390;217;15:22:00
SPFB.RTS-12.18;1;04.12.2018;115390;115400;115340;115360;239;15:23:00
SPFB.RTS-12.18;1;04.12.2018;115370;115390;115360;115390;118;15:24:00
SPFB.RTS-12.18;1;04.12.2018;115380;115430;115380;115400;348;15:25:00
SPFB.RTS-12.18;1;04.12.2018;115410;115450;115400;115440;366;15:26:00
SPFB.RTS-12.18;1;04.12.2018;115420;115430;115370;115370;423;15:27:00
SPFB.RTS-12.18;1;04.12.2018;115380;115410;115350;115400;205;15:28:00
SPFB.RTS-12.18;1;04.12.2018;115390;115440;115380;115410;193;15:29:00
SPFB.RTS-12.18;1;04.12.2018;115430;115440;115410;115420;123;15:30:00
SPFB.RTS-12.18;1;04.12.2018;115430;115440;115410;115410;182;15:31:00
SPFB.RTS-12.18;1;04.12.2018;115420;115420;115370;115370;107;15:32:00
SPFB.RTS-12.18;1;04.12.2018;115380;115390;115370;115390;110;15:33:00
SPFB.RTS-12.18;1;04.12.2018;115380;115390;115370;115390;104;15:34:00
SPFB.RTS-12.18;1;04.12.2018;115390;115420;115390;115410;112;15:35:00
SPFB.RTS-12.18;1;04.12.2018;115400;115430;115370;115370;252;15:36:00
SPFB.RTS-12.18;1;04.12.2018;115370;115410;115360;115410;269;15:37:00
SPFB.RTS-12.18;1;04.12.2018;115400;115430;115380;115380;97;15:38:00
SPFB.RTS-12.18;1;04.12.2018;115390;115430;115380;115410;169;15:39:00
SPFB.RTS-12.18;1;04.12.2018;115410;115420;115360;115380;84;15:40:00
SPFB.RTS-12.18;1;04.12.2018;115390;115400;115360;115380;174;15:41:00
SPFB.RTS-12.18;1;04.12.2018;115380;115390;115350;115370;104;15:42:00
SPFB.RTS-12.18;1;04.12.2018;115370;115400;115360;115390;106;15:43:00
SPFB.RTS-12.18;1;04.12.2018;115390;115400;115370;115390;212;15:44:00
SPFB.RTS-12.18;1;04.12.2018;115390;115430;115390;115410;377;15:45:00
SPFB.RTS-12.18;1;04.12.2018;115410;115430;115380;115410;173;15:46:00
SPFB.RTS-12.18;1;04.12.2018;115410;115430;115380;115380;327;15:47:00
SPFB.RTS-12.18;1;04.12.2018;115400;115420;115390;115420;78;15:48:00
SPFB.RTS-12.18;1;04.12.2018;115420;115430;115410;115430;166;15:49:00
SPFB.RTS-12.18;1;04.12.2018;115420;115430;115390;115420;234;15:50:00
SPFB.RTS-12.18;1;04.12.2018;115420;115430;115390;115400;182;15:51:00
SPFB.RTS-12.18;1;04.12.2018;115390;115410;115380;115400;97;15:52:00
SPFB.RTS-12.18;1;04.12.2018;115390;115410;115370;115390;236;15:53:00
SPFB.RTS-12.18;1;04.12.2018;115390;115400;115380;115380;92;15:54:00
SPFB.RTS-12.18;1;04.12.2018;115390;115410;115380;115390;128;15:55:00
SPFB.RTS-12.18;1;04.12.2018;115390;115400;115360;115390;142;15:56:00
SPFB.RTS-12.18;1;04.12.2018;115380;115420;115380;115420;77;15:57:00
SPFB.RTS-12.18;1;04.12.2018;115420;115430;115400;115410;147;15:58:00
SPFB.RTS-12.18;1;04.12.2018;115390;115400;115340;115360;418;15:59:00
SPFB.RTS-12.18;1;04.12.2018;115370;115380;115330;115360;294;16:00:00
SPFB.RTS-12.18;1;04.12.2018;115370;115390;115320;115330;319;16:01:00
SPFB.RTS-12.18;1;04.12.2018;115340;115360;115310;115340;319;16:02:00
SPFB.RTS-12.18;1;04.12.2018;115340;115340;115280;115300;333;16:03:00
SPFB.RTS-12.18;1;04.12.2018;115290;115310;115260;115270;241;16:04:00
SPFB.RTS-12.18;1;04.12.2018;115270;115300;115240;115290;368;16:05:00
SPFB.RTS-12.18;1;04.12.2018;115290;115350;115290;115340;313;16:06:00
SPFB.RTS-12.18;1;04.12.2018;115330;115340;115250;115270;229;16:07:00
SPFB.RTS-12.18;1;04.12.2018;115270;115300;115260;115270;122;16:08:00
SPFB.RTS-12.18;1;04.12.2018;115270;115280;115250;115270;130;16:09:00
SPFB.RTS-12.18;1;04.12.2018;115280;115280;115260;115260;71;16:10:00
SPFB.RTS-12.18;1;04.12.2018;115250;115320;115250;115300;358;16:11:00
SPFB.RTS-12.18;1;04.12.2018;115300;115310;115270;115290;299;16:12:00
SPFB.RTS-12.18;1;04.12.2018;115280;115310;115280;115300;100;16:13:00
SPFB.RTS-12.18;1;04.12.2018;115280;115310;115250;115310;348;16:14:00
SPFB.RTS-12.18;1;04.12.2018;115310;115330;115280;115280;162;16:15:00
SPFB.RTS-12.18;1;04.12.2018;115280;115290;115240;115240;249;16:16:00
SPFB.RTS-12.18;1;04.12.2018;115250;115280;115230;115270;317;16:17:00
SPFB.RTS-12.18;1;04.12.2018;115280;115310;115270;115280;353;16:18:00
SPFB.RTS-12.18;1;04.12.2018;115290;115320;115280;115310;121;16:19:00
SPFB.RTS-12.18;1;04.12.2018;115310;115320;115290;115310;81;16:20:00
SPFB.RTS-12.18;1;04.12.2018;115320;115330;115260;115260;294;16:21:00
SPFB.RTS-12.18;1;04.12.2018;115270;115290;115250;115270;56;16:22:00
SPFB.RTS-12.18;1;04.12.2018;115270;115290;115120;115230;2286;16:23:00
SPFB.RTS-12.18;1;04.12.2018;115240;115270;115220;115250;412;16:24:00
SPFB.RTS-12.18;1;04.12.2018;115260;115300;115250;115270;290;16:25:00
SPFB.RTS-12.18;1;04.12.2018;115260;115320;115260;115290;330;16:26:00
SPFB.RTS-12.18;1;04.12.2018;115300;115390;115300;115340;1049;16:27:00
SPFB.RTS-12.18;1;04.12.2018;115350;115370;115320;115320;305;16:28:00
SPFB.RTS-12.18;1;04.12.2018;115310;115330;115270;115290;313;16:29:00
SPFB.RTS-12.18;1;04.12.2018;115280;115330;115280;115300;128;16:30:00
SPFB.RTS-12.18;1;04.12.2018;115290;115340;115270;115280;269;16:31:00
SPFB.RTS-12.18;1;04.12.2018;115280;115290;115250;115260;217;16:32:00
SPFB.RTS-12.18;1;04.12.2018;115250;115260;115190;115220;610;16:33:00
SPFB.RTS-12.18;1;04.12.2018;115210;115230;115140;115150;604;16:34:00
SPFB.RTS-12.18;1;04.12.2018;115150;115160;115020;115040;2298;16:35:00
SPFB.RTS-12.18;1;04.12.2018;115040;115120;115020;115090;1305;16:36:00
SPFB.RTS-12.18;1;04.12.2018;115100;115100;115040;115080;346;16:37:00
SPFB.RTS-12.18;1;04.12.2018;115080;115100;115010;115030;550;16:38:00
SPFB.RTS-12.18;1;04.12.2018;115020;115080;115010;115070;352;16:39:00
SPFB.RTS-12.18;1;04.12.2018;115060;115070;115000;115030;584;16:40:00
SPFB.RTS-12.18;1;04.12.2018;115020;115040;114960;114970;609;16:41:00
SPFB.RTS-12.18;1;04.12.2018;114960;115010;114910;114960;1841;16:42:00
SPFB.RTS-12.18;1;04.12.2018;114960;114990;114950;114950;756;16:43:00
SPFB.RTS-12.18;1;04.12.2018;114940;114960;114900;114960;553;16:44:00
SPFB.RTS-12.18;1;04.12.2018;114960;114980;114940;114970;325;16:45:00
SPFB.RTS-12.18;1;04.12.2018;114980;114990;114940;114980;862;16:46:00
SPFB.RTS-12.18;1;04.12.2018;114980;115030;114950;115020;632;16:47:00
SPFB.RTS-12.18;1;04.12.2018;115020;115030;114990;115000;302;16:48:00
SPFB.RTS-12.18;1;04.12.2018;114990;115040;114980;115020;369;16:49:00
SPFB.RTS-12.18;1;04.12.2018;115030;115030;114990;115010;290;16:50:00
SPFB.RTS-12.18;1;04.12.2018;115000;115070;114980;115060;669;16:51:00
SPFB.RTS-12.18;1;04.12.2018;115050;115060;115030;115030;231;16:52:00
SPFB.RTS-12.18;1;04.12.2018;115040;115050;114990;115040;430;16:53:00
SPFB.RTS-12.18;1;04.12.2018;115040;115070;115030;115050;153;16:54:00
SPFB.RTS-12.18;1;04.12.2018;115060;115090;115030;115080;303;16:55:00
SPFB.RTS-12.18;1;04.12.2018;115060;115070;115020;115070;218;16:56:00
SPFB.RTS-12.18;1;04.12.2018;115070;115100;115030;115030;850;16:57:00
SPFB.RTS-12.18;1;04.12.2018;115040;115060;115000;115050;373;16:58:00
SPFB.RTS-12.18;1;04.12.2018;115040;115050;114970;114980;908;16:59:00
SPFB.RTS-12.18;1;04.12.2018;114990;115020;114980;115020;712;17:00:00
SPFB.RTS-12.18;1;04.12.2018;115020;115020;114950;114980;651;17:01:00
SPFB.RTS-12.18;1;04.12.2018;114970;114980;114940;114960;381;17:02:00
SPFB.RTS-12.18;1;04.12.2018;114960;114990;114960;114970;133;17:03:00
SPFB.RTS-12.18;1;04.12.2018;114960;114980;114910;114940;622;17:04:00
SPFB.RTS-12.18;1;04.12.2018;114940;115020;114940;114990;898;17:05:00
SPFB.RTS-12.18;1;04.12.2018;114990;115000;114920;114940;422;17:06:00
SPFB.RTS-12.18;1;04.12.2018;114930;114950;114910;114950;387;17:07:00
SPFB.RTS-12.18;1;04.12.2018;114950;114960;114920;114960;334;17:08:00
SPFB.RTS-12.18;1;04.12.2018;114950;115010;114950;114990;478;17:09:00
SPFB.RTS-12.18;1;04.12.2018;114990;115020;114970;114990;301;17:10:00
SPFB.RTS-12.18;1;04.12.2018;114970;114990;114920;114940;580;17:11:00
SPFB.RTS-12.18;1;04.12.2018;114940;114970;114930;114930;261;17:12:00
SPFB.RTS-12.18;1;04.12.2018;114920;114950;114910;114950;358;17:13:00
SPFB.RTS-12.18;1;04.12.2018;114940;114960;114930;114940;171;17:14:00
SPFB.RTS-12.18;1;04.12.2018;114930;114940;114920;114930;175;17:15:00
SPFB.RTS-12.18;1;04.12.2018;114920;114930;114720;114820;5407;17:16:00
SPFB.RTS-12.18;1;04.12.2018;114820;114830;114700;114760;2994;17:17:00
SPFB.RTS-12.18;1;04.12.2018;114760;114770;114720;114740;576;17:18:00
SPFB.RTS-12.18;1;04.12.2018;114750;114760;114680;114750;1492;17:19:00
SPFB.RTS-12.18;1;04.12.2018;114750;114770;114710;114740;654;17:20:00
SPFB.RTS-12.18;1;04.12.2018;114740;114790;114710;114770;1237;17:21:00
SPFB.RTS-12.18;1;04.12.2018;114780;114830;114730;114810;1244;17:22:00
SPFB.RTS-12.18;1;04.12.2018;114810;114830;114770;114770;746;17:23:00
SPFB.RTS-12.18;1;04.12.2018;114770;114770;114720;114730;692;17:24:00
SPFB.RTS-12.18;1;04.12.2018;114740;114780;114680;114760;1105;17:25:00
SPFB.RTS-12.18;1;04.12.2018;114760;114830;114750;114810;645;17:26:00
SPFB.RTS-12.18;1;04.12.2018;114820;114830;114790;114800;180;17:27:00
SPFB.RTS-12.18;1;04.12.2018;114810;114830;114800;114820;314;17:28:00
SPFB.RTS-12.18;1;04.12.2018;114830;114840;114800;114810;183;17:29:00
SPFB.RTS-12.18;1;04.12.2018;114810;114840;114780;114810;635;17:30:00
SPFB.RTS-12.18;1;04.12.2018;114810;114920;114810;114870;1598;17:31:00
SPFB.RTS-12.18;1;04.12.2018;114890;114930;114800;114850;1391;17:32:00
SPFB.RTS-12.18;1;04.12.2018;114850;114950;114850;114930;1148;17:33:00
SPFB.RTS-12.18;1;04.12.2018;114920;114950;114880;114920;732;17:34:00
SPFB.RTS-12.18;1;04.12.2018;114920;114920;114850;114890;791;17:35:00
SPFB.RTS-12.18;1;04.12.2018;114890;114940;114850;114910;797;17:36:00
SPFB.RTS-12.18;1;04.12.2018;114910;114940;114880;114930;552;17:37:00
SPFB.RTS-12.18;1;04.12.2018;114930;114960;114910;114940;358;17:38:00
SPFB.RTS-12.18;1;04.12.2018;114940;114990;114920;114960;491;17:39:00
SPFB.RTS-12.18;1;04.12.2018;114970;114990;114910;114920;1311;17:40:00
SPFB.RTS-12.18;1;04.12.2018;114920;114940;114900;114920;307;17:41:00
SPFB.RTS-12.18;1;04.12.2018;114910;114920;114880;114900;334;17:42:00
SPFB.RTS-12.18;1;04.12.2018;114900;114910;114800;114840;1190;17:43:00
SPFB.RTS-12.18;1;04.12.2018;114850;114870;114810;114830;633;17:44:00
SPFB.RTS-12.18;1;04.12.2018;114830;114840;114800;114800;666;17:45:00
SPFB.RTS-12.18;1;04.12.2018;114810;114870;114800;114870;651;17:46:00
SPFB.RTS-12.18;1;04.12.2018;114850;114880;114840;114850;420;17:47:00
SPFB.RTS-12.18;1;04.12.2018;114840;114880;114810;114820;549;17:48:00
SPFB.RTS-12.18;1;04.12.2018;114820;114840;114800;114820;173;17:49:00
SPFB.RTS-12.18;1;04.12.2018;114820;114860;114790;114850;864;17:50:00
SPFB.RTS-12.18;1;04.12.2018;114840;114900;114830;114880;509;17:51:00
SPFB.RTS-12.18;1;04.12.2018;114890;114930;114870;114870;1139;17:52:00
SPFB.RTS-12.18;1;04.12.2018;114870;114920;114850;114850;349;17:53:00
SPFB.RTS-12.18;1;04.12.2018;114860;114940;114850;114900;532;17:54:00
SPFB.RTS-12.18;1;04.12.2018;114900;114960;114890;114950;690;17:55:00
SPFB.RTS-12.18;1;04.12.2018;114950;114960;114900;114930;683;17:56:00
SPFB.RTS-12.18;1;04.12.2018;114930;114930;114880;114900;344;17:57:00
SPFB.RTS-12.18;1;04.12.2018;114900;114940;114870;114930;347;17:58:00
SPFB.RTS-12.18;1;04.12.2018;114930;115000;114920;114970;809;17:59:00
SPFB.RTS-12.18;1;04.12.2018;114980;114980;114890;114890;512;18:00:00
