<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;06.11.2018;1;1144900;1145200;1144800;1145200;71
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145300;1145100;1145200;53
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145300;1145000;1145000;47
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145000;1142300;1142300;2616
SPFB.RTS-12.18;1;06.11.2018;1;1142400;1143300;1142100;1143200;991
SPFB.RTS-12.18;1;06.11.2018;1;1143100;1143400;1142800;1142900;296
SPFB.RTS-12.18;1;06.11.2018;1;1142900;1143100;1142500;1143000;361
SPFB.RTS-12.18;1;06.11.2018;1;1142900;1143500;1142800;1143300;243
SPFB.RTS-12.18;1;06.11.2018;1;1143400;1143400;1143100;1143100;201
SPFB.RTS-12.18;1;06.11.2018;1;1143200;1143300;1142800;1142900;227
SPFB.RTS-12.18;1;06.11.2018;1;1142900;1143500;1142800;1143500;259
SPFB.RTS-12.18;1;06.11.2018;1;1143300;1143600;1142400;1142500;733
SPFB.RTS-12.18;1;06.11.2018;1;1142500;1142600;1142200;1142500;396
SPFB.RTS-12.18;1;06.11.2018;1;1142400;1143000;1142300;1142600;270
SPFB.RTS-12.18;1;06.11.2018;1;1142700;1142700;1142500;1142600;137
SPFB.RTS-12.18;1;06.11.2018;1;1142700;1142900;1142500;1142900;129
SPFB.RTS-12.18;1;06.11.2018;1;1143000;1143000;1142100;1142400;357
SPFB.RTS-12.18;1;06.11.2018;1;1142200;1142600;1142100;1142600;278
SPFB.RTS-12.18;1;06.11.2018;1;1142600;1142600;1142100;1142300;214
SPFB.RTS-12.18;1;06.11.2018;1;1142400;1142700;1142100;1142400;357
SPFB.RTS-12.18;1;06.11.2018;1;1142500;1142500;1142200;1142200;214
SPFB.RTS-12.18;1;06.11.2018;1;1142200;1142800;1142100;1142700;324
SPFB.RTS-12.18;1;06.11.2018;1;1142700;1142800;1142100;1142500;354
SPFB.RTS-12.18;1;06.11.2018;1;1142500;1142800;1142500;1142800;149
SPFB.RTS-12.18;1;06.11.2018;1;1142600;1142800;1142500;1142800;153
SPFB.RTS-12.18;1;06.11.2018;1;1142800;1143000;1142600;1142900;220
SPFB.RTS-12.18;1;06.11.2018;1;1142900;1143000;1142500;1142700;151
SPFB.RTS-12.18;1;06.11.2018;1;1142500;1143200;1142500;1142900;178
SPFB.RTS-12.18;1;06.11.2018;1;1143100;1143900;1142900;1143800;801
SPFB.RTS-12.18;1;06.11.2018;1;1143800;1143800;1142900;1143100;145
SPFB.RTS-12.18;1;06.11.2018;1;1143100;1143200;1142800;1142900;123
SPFB.RTS-12.18;1;06.11.2018;1;1143000;1143500;1142900;1143500;238
SPFB.RTS-12.18;1;06.11.2018;1;1143300;1143600;1143200;1143500;166
SPFB.RTS-12.18;1;06.11.2018;1;1143600;1144400;1143600;1144200;438
SPFB.RTS-12.18;1;06.11.2018;1;1144100;1144300;1144000;1144200;181
SPFB.RTS-12.18;1;06.11.2018;1;1144200;1144200;1143600;1143600;359
SPFB.RTS-12.18;1;06.11.2018;1;1143600;1143900;1143600;1143800;143
SPFB.RTS-12.18;1;06.11.2018;1;1143700;1144000;1143500;1143900;142
SPFB.RTS-12.18;1;06.11.2018;1;1143800;1144000;1143700;1143800;101
SPFB.RTS-12.18;1;06.11.2018;1;1143700;1144700;1143700;1144500;630
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1145000;1144400;1144900;550
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1144900;1144200;1144400;320
SPFB.RTS-12.18;1;06.11.2018;1;1144400;1145000;1144200;1144300;499
SPFB.RTS-12.18;1;06.11.2018;1;1144200;1144500;1143900;1144500;427
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144500;1144200;1144200;79
SPFB.RTS-12.18;1;06.11.2018;1;1144400;1144500;1144300;1144500;25
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144700;1144400;1144400;140
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1145500;1144300;1145000;521
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145700;1145100;1145300;346
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145500;1145000;1145300;150
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145700;1145200;1145700;201
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1145900;1145500;1145800;309
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1146400;1145600;1146100;950
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146500;1145900;1146400;587
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146400;1145900;1146400;411
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1147200;1146300;1146800;864
SPFB.RTS-12.18;1;06.11.2018;1;1146900;1147300;1146400;1146400;454
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146700;1146200;1146500;342
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146700;1146400;1146700;151
SPFB.RTS-12.18;1;06.11.2018;1;1146700;1146800;1146500;1146700;151
SPFB.RTS-12.18;1;06.11.2018;1;1146800;1147500;1146700;1147200;514
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1149000;1147200;1148300;3306
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1148600;1148000;1148100;952
SPFB.RTS-12.18;1;06.11.2018;1;1148000;1148400;1148000;1148200;728
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1148700;1148200;1148600;478
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1148700;1148400;1148600;303
SPFB.RTS-12.18;1;06.11.2018;1;1148600;1149000;1148500;1148800;566
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1148900;1148600;1148700;331
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1148800;1148300;1148400;342
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148500;1148100;1148400;540
SPFB.RTS-12.18;1;06.11.2018;1;1148300;1148500;1147800;1147900;1014
SPFB.RTS-12.18;1;06.11.2018;1;1147900;1148300;1147600;1147700;568
SPFB.RTS-12.18;1;06.11.2018;1;1147900;1148100;1147500;1147600;531
SPFB.RTS-12.18;1;06.11.2018;1;1147700;1148300;1147700;1148300;287
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1148400;1148000;1148200;224
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148300;1147800;1147900;237
SPFB.RTS-12.18;1;06.11.2018;1;1147900;1148000;1147700;1148000;419
SPFB.RTS-12.18;1;06.11.2018;1;1148000;1148100;1147800;1147900;259
SPFB.RTS-12.18;1;06.11.2018;1;1148000;1148100;1147900;1148000;203
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1148200;1147700;1147700;184
SPFB.RTS-12.18;1;06.11.2018;1;1147700;1147900;1147700;1147900;349
SPFB.RTS-12.18;1;06.11.2018;1;1147800;1148000;1147700;1147900;124
SPFB.RTS-12.18;1;06.11.2018;1;1147800;1147900;1147100;1147300;645
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1147600;1147300;1147300;386
SPFB.RTS-12.18;1;06.11.2018;1;1147500;1148000;1147400;1147900;217
SPFB.RTS-12.18;1;06.11.2018;1;1147900;1148000;1147600;1147800;171
SPFB.RTS-12.18;1;06.11.2018;1;1147700;1147800;1147500;1147700;188
SPFB.RTS-12.18;1;06.11.2018;1;1147800;1148100;1147800;1148000;279
SPFB.RTS-12.18;1;06.11.2018;1;1148000;1148300;1147900;1147900;176
SPFB.RTS-12.18;1;06.11.2018;1;1148000;1148400;1147800;1148200;161
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1148200;1148000;1148000;171
SPFB.RTS-12.18;1;06.11.2018;1;1147900;1148300;1147700;1147700;151
SPFB.RTS-12.18;1;06.11.2018;1;1147800;1148500;1147700;1148500;325
SPFB.RTS-12.18;1;06.11.2018;1;1148500;1148500;1148200;1148400;80
SPFB.RTS-12.18;1;06.11.2018;1;1148500;1148700;1148400;1148500;300
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148700;1148200;1148400;354
SPFB.RTS-12.18;1;06.11.2018;1;1148500;1148700;1148400;1148700;112
SPFB.RTS-12.18;1;06.11.2018;1;1148600;1148900;1148400;1148800;173
SPFB.RTS-12.18;1;06.11.2018;1;1148800;1149500;1148500;1149400;1204
SPFB.RTS-12.18;1;06.11.2018;1;1149400;1149500;1148900;1149000;545
SPFB.RTS-12.18;1;06.11.2018;1;1148900;1149100;1148600;1148700;358
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1148900;1148100;1148300;792
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148400;1148000;1148000;397
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148700;1148000;1148700;302
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1148800;1148100;1148200;273
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148200;1147800;1148100;363
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148600;1147800;1148400;181
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1149100;1148300;1148700;457
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1149200;1148700;1149100;364
SPFB.RTS-12.18;1;06.11.2018;1;1149100;1149800;1148900;1149400;1440
SPFB.RTS-12.18;1;06.11.2018;1;1149500;1149700;1149200;1149600;325
SPFB.RTS-12.18;1;06.11.2018;1;1149700;1150700;1149400;1150300;2440
SPFB.RTS-12.18;1;06.11.2018;1;1150400;1151200;1150200;1150700;1865
SPFB.RTS-12.18;1;06.11.2018;1;1150800;1151000;1150300;1150600;991
SPFB.RTS-12.18;1;06.11.2018;1;1150600;1150600;1149400;1149800;1691
SPFB.RTS-12.18;1;06.11.2018;1;1149900;1150500;1149800;1150100;470
SPFB.RTS-12.18;1;06.11.2018;1;1150200;1150400;1150000;1150000;282
SPFB.RTS-12.18;1;06.11.2018;1;1150200;1150300;1149800;1149900;331
SPFB.RTS-12.18;1;06.11.2018;1;1150000;1150200;1149900;1150100;301
SPFB.RTS-12.18;1;06.11.2018;1;1150300;1150300;1149600;1149900;382
SPFB.RTS-12.18;1;06.11.2018;1;1149800;1150000;1149600;1149600;297
SPFB.RTS-12.18;1;06.11.2018;1;1149600;1149700;1149000;1149500;780
SPFB.RTS-12.18;1;06.11.2018;1;1149400;1149900;1149000;1149100;302
SPFB.RTS-12.18;1;06.11.2018;1;1149200;1149400;1149200;1149200;212
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149400;1149200;1149300;142
SPFB.RTS-12.18;1;06.11.2018;1;1149400;1150000;1149300;1149800;235
SPFB.RTS-12.18;1;06.11.2018;1;1149700;1151400;1149700;1151200;1400
SPFB.RTS-12.18;1;06.11.2018;1;1151200;1151300;1150600;1151000;440
SPFB.RTS-12.18;1;06.11.2018;1;1151100;1151600;1151000;1151400;1357
SPFB.RTS-12.18;1;06.11.2018;1;1151300;1151600;1150900;1151300;378
SPFB.RTS-12.18;1;06.11.2018;1;1151300;1151600;1150800;1151100;804
SPFB.RTS-12.18;1;06.11.2018;1;1151100;1151600;1150900;1151200;577
SPFB.RTS-12.18;1;06.11.2018;1;1151200;1151300;1150400;1150600;609
SPFB.RTS-12.18;1;06.11.2018;1;1150700;1150900;1150300;1150400;780
SPFB.RTS-12.18;1;06.11.2018;1;1150500;1150600;1149900;1149900;520
SPFB.RTS-12.18;1;06.11.2018;1;1150000;1150100;1149200;1149400;874
SPFB.RTS-12.18;1;06.11.2018;1;1149400;1149500;1149100;1149300;520
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149600;1149100;1149300;568
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149400;1148900;1149400;335
SPFB.RTS-12.18;1;06.11.2018;1;1149500;1149500;1149000;1149100;190
SPFB.RTS-12.18;1;06.11.2018;1;1149100;1149500;1149100;1149100;183
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149800;1149200;1149600;285
SPFB.RTS-12.18;1;06.11.2018;1;1149700;1149800;1149100;1149100;334
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149700;1149200;1149300;131
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149400;1148900;1149100;428
SPFB.RTS-12.18;1;06.11.2018;1;1149000;1149200;1148900;1148900;196
SPFB.RTS-12.18;1;06.11.2018;1;1149100;1149300;1149000;1149000;110
SPFB.RTS-12.18;1;06.11.2018;1;1149000;1149200;1148700;1148700;348
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1149000;1148300;1148700;813
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1148800;1148500;1148500;160
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148800;1148300;1148700;142
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1149400;1148700;1149300;420
SPFB.RTS-12.18;1;06.11.2018;1;1149400;1149700;1149000;1149700;476
SPFB.RTS-12.18;1;06.11.2018;1;1149700;1149800;1149400;1149500;209
SPFB.RTS-12.18;1;06.11.2018;1;1149500;1149500;1149300;1149400;163
SPFB.RTS-12.18;1;06.11.2018;1;1149400;1149600;1149300;1149400;114
SPFB.RTS-12.18;1;06.11.2018;1;1149500;1150100;1149400;1150000;563
SPFB.RTS-12.18;1;06.11.2018;1;1150200;1150200;1149600;1149600;182
SPFB.RTS-12.18;1;06.11.2018;1;1149600;1149700;1149300;1149300;254
SPFB.RTS-12.18;1;06.11.2018;1;1149400;1149600;1149200;1149300;116
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149800;1149300;1149500;172
SPFB.RTS-12.18;1;06.11.2018;1;1149500;1149800;1148500;1148600;934
SPFB.RTS-12.18;1;06.11.2018;1;1148600;1149700;1148600;1149500;706
SPFB.RTS-12.18;1;06.11.2018;1;1149500;1150400;1149400;1149900;892
SPFB.RTS-12.18;1;06.11.2018;1;1150000;1150100;1149600;1149800;673
SPFB.RTS-12.18;1;06.11.2018;1;1149700;1150100;1149300;1149600;625
SPFB.RTS-12.18;1;06.11.2018;1;1149700;1150400;1149500;1150300;772
SPFB.RTS-12.18;1;06.11.2018;1;1150300;1150400;1149600;1149700;376
SPFB.RTS-12.18;1;06.11.2018;1;1149600;1149700;1149100;1149700;509
SPFB.RTS-12.18;1;06.11.2018;1;1149600;1149600;1148900;1149000;407
SPFB.RTS-12.18;1;06.11.2018;1;1149100;1149400;1148700;1149200;494
SPFB.RTS-12.18;1;06.11.2018;1;1149200;1149300;1148900;1148900;181
SPFB.RTS-12.18;1;06.11.2018;1;1149100;1149300;1148600;1148600;365
SPFB.RTS-12.18;1;06.11.2018;1;1148600;1149100;1148600;1149000;135
SPFB.RTS-12.18;1;06.11.2018;1;1148900;1149300;1148400;1148400;488
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148500;1147800;1147900;1133
SPFB.RTS-12.18;1;06.11.2018;1;1147900;1148600;1147900;1148300;587
SPFB.RTS-12.18;1;06.11.2018;1;1148500;1148800;1147900;1148000;593
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148400;1147400;1147600;1142
SPFB.RTS-12.18;1;06.11.2018;1;1147700;1148000;1147300;1147800;624
SPFB.RTS-12.18;1;06.11.2018;1;1147800;1147900;1147300;1147700;462
SPFB.RTS-12.18;1;06.11.2018;1;1147700;1147900;1146500;1147300;1489
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147400;1147000;1147300;535
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147600;1146700;1146700;1519
SPFB.RTS-12.18;1;06.11.2018;1;1146800;1147400;1146100;1146300;1107
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1147100;1146200;1147000;718
SPFB.RTS-12.18;1;06.11.2018;1;1147000;1147100;1146400;1146700;462
SPFB.RTS-12.18;1;06.11.2018;1;1146600;1147100;1146600;1147000;406
SPFB.RTS-12.18;1;06.11.2018;1;1147000;1147300;1146700;1147000;644
SPFB.RTS-12.18;1;06.11.2018;1;1146900;1147600;1146800;1147400;877
SPFB.RTS-12.18;1;06.11.2018;1;1147400;1147700;1146700;1146900;858
SPFB.RTS-12.18;1;06.11.2018;1;1146800;1147400;1146700;1147300;557
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1147800;1147100;1147600;553
SPFB.RTS-12.18;1;06.11.2018;1;1147500;1147600;1147000;1147100;357
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147400;1147000;1147200;238
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147300;1146900;1147100;347
SPFB.RTS-12.18;1;06.11.2018;1;1147100;1147200;1146700;1147100;314
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1147500;1147000;1147300;449
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147700;1146800;1147000;1191
SPFB.RTS-12.18;1;06.11.2018;1;1146900;1147500;1146700;1147400;383
SPFB.RTS-12.18;1;06.11.2018;1;1147400;1147800;1146800;1146900;268
SPFB.RTS-12.18;1;06.11.2018;1;1146900;1147300;1146900;1147100;325
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147600;1147000;1147100;249
SPFB.RTS-12.18;1;06.11.2018;1;1147000;1147500;1147000;1147500;174
SPFB.RTS-12.18;1;06.11.2018;1;1147500;1148000;1147500;1148000;470
SPFB.RTS-12.18;1;06.11.2018;1;1148000;1148300;1147800;1148000;763
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148600;1148000;1148400;526
SPFB.RTS-12.18;1;06.11.2018;1;1148500;1148700;1148300;1148500;270
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148600;1148100;1148400;486
SPFB.RTS-12.18;1;06.11.2018;1;1148300;1148400;1148000;1148200;183
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1148600;1148100;1148300;172
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148900;1148200;1148600;352
SPFB.RTS-12.18;1;06.11.2018;1;1148600;1148800;1148500;1148700;234
SPFB.RTS-12.18;1;06.11.2018;1;1148800;1148900;1148600;1148600;234
SPFB.RTS-12.18;1;06.11.2018;1;1148600;1148900;1148300;1148300;267
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1149400;1148200;1149400;544
SPFB.RTS-12.18;1;06.11.2018;1;1149300;1149400;1148500;1148500;332
SPFB.RTS-12.18;1;06.11.2018;1;1148400;1148600;1148100;1148100;444
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148600;1147900;1148000;338
SPFB.RTS-12.18;1;06.11.2018;1;1148000;1148400;1147800;1148300;647
SPFB.RTS-12.18;1;06.11.2018;1;1148200;1148700;1148000;1148000;297
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148700;1148100;1148700;392
SPFB.RTS-12.18;1;06.11.2018;1;1148700;1149300;1148600;1148900;1063
SPFB.RTS-12.18;1;06.11.2018;1;1148900;1149100;1148500;1148800;947
SPFB.RTS-12.18;1;06.11.2018;1;1148600;1148600;1148000;1148200;1119
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148400;1147900;1148100;673
SPFB.RTS-12.18;1;06.11.2018;1;1148100;1148200;1147300;1147400;1151
SPFB.RTS-12.18;1;06.11.2018;1;1147500;1147800;1147200;1147200;581
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1148000;1147200;1147600;472
SPFB.RTS-12.18;1;06.11.2018;1;1147600;1147600;1146600;1147000;1289
SPFB.RTS-12.18;1;06.11.2018;1;1147200;1147400;1147000;1147400;661
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1147400;1146600;1147000;1090
SPFB.RTS-12.18;1;06.11.2018;1;1147000;1148000;1147000;1147800;611
SPFB.RTS-12.18;1;06.11.2018;1;1147700;1147800;1147200;1147400;453
SPFB.RTS-12.18;1;06.11.2018;1;1147300;1147400;1146700;1146800;454
SPFB.RTS-12.18;1;06.11.2018;1;1146800;1147300;1146400;1147200;742
SPFB.RTS-12.18;1;06.11.2018;1;1147900;1148200;1144600;1145800;1710
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146300;1145500;1145700;630
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146300;1145600;1146100;334
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146300;1145500;1145800;689
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146500;1145700;1146400;267
SPFB.RTS-12.18;1;06.11.2018;1;1146300;1146500;1145800;1146100;366
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146000;1145500;1145600;222
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146300;1145300;1146000;484
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146400;1145900;1146100;245
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146100;1145300;1145600;388
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145500;1144800;1145100;1051
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145900;1144800;1145600;348
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145800;1145300;1145800;111
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146000;1145500;1145900;141
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1147100;1145800;1147000;480
SPFB.RTS-12.18;1;06.11.2018;1;1146900;1147000;1146200;1146200;167
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146200;1145900;1146000;115
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146100;1145700;1145900;193
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1145800;1145400;1145500;223
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1146000;1145400;1145400;321
SPFB.RTS-12.18;1;06.11.2018;1;1145300;1145500;1144700;1145000;658
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145000;1144300;1144500;865
SPFB.RTS-12.18;1;06.11.2018;1;1144300;1144900;1144200;1144700;259
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1145000;1144600;1144800;273
SPFB.RTS-12.18;1;06.11.2018;1;1144900;1145400;1144700;1145000;428
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145000;1144600;1144700;348
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1145300;1144600;1144700;434
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1144800;1143900;1144500;760
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1145300;1144200;1145200;413
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145500;1145000;1145200;487
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145600;1144900;1145300;386
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145500;1144800;1145400;521
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1146700;1145200;1146400;1219
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146500;1145500;1146500;674
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146800;1145900;1146600;688
SPFB.RTS-12.18;1;06.11.2018;1;1146700;1146900;1146600;1146900;581
SPFB.RTS-12.18;1;06.11.2018;1;1146900;1147500;1146500;1146600;1022
SPFB.RTS-12.18;1;06.11.2018;1;1146700;1147200;1146500;1146600;278
SPFB.RTS-12.18;1;06.11.2018;1;1146700;1147000;1146600;1146700;188
SPFB.RTS-12.18;1;06.11.2018;1;1146700;1146800;1146400;1146400;256
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146600;1146300;1146400;130
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146500;1145600;1145700;549
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146000;1145400;1145700;518
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1145700;1144900;1145200;377
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145400;1144900;1145100;360
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145200;1144500;1144600;431
SPFB.RTS-12.18;1;06.11.2018;1;1144700;1145000;1144300;1144500;544
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144600;1144200;1144600;276
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144600;1144200;1144500;254
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144500;1144000;1144200;342
SPFB.RTS-12.18;1;06.11.2018;1;1144400;1144600;1144100;1144600;488
SPFB.RTS-12.18;1;06.11.2018;1;1144600;1145000;1144500;1144700;253
SPFB.RTS-12.18;1;06.11.2018;1;1144800;1144900;1144600;1144600;104
SPFB.RTS-12.18;1;06.11.2018;1;1144700;1144700;1144400;1144600;146
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1144700;1144300;1144700;163
SPFB.RTS-12.18;1;06.11.2018;1;1144500;1145300;1144500;1145100;262
SPFB.RTS-12.18;1;06.11.2018;1;1145000;1145500;1145000;1145400;251
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145400;1144900;1145100;253
SPFB.RTS-12.18;1;06.11.2018;1;1145100;1145300;1144800;1145300;123
SPFB.RTS-12.18;1;06.11.2018;1;1145200;1145500;1145100;1145500;96
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1145800;1145400;1145700;233
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1145900;1145400;1145400;232
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145800;1145300;1145500;124
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1146000;1145400;1146000;319
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146000;1145600;1145700;70
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146000;1145600;1146000;117
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146100;1145800;1145900;204
SPFB.RTS-12.18;1;06.11.2018;1;1146000;1146100;1145800;1146100;137
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146100;1145800;1145900;51
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146300;1145800;1146100;302
SPFB.RTS-12.18;1;06.11.2018;1;1146100;1146200;1145700;1145800;147
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1145800;1145600;1145700;82
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1145900;1145500;1145600;174
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1145900;1145700;1145900;47
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146200;1145900;1146200;87
SPFB.RTS-12.18;1;06.11.2018;1;1146200;1146400;1145800;1145900;188
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1145900;1145600;1145800;87
SPFB.RTS-12.18;1;06.11.2018;1;1145600;1145700;1145500;1145500;138
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145800;1145400;1145800;69
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1146000;1145700;1146000;23
SPFB.RTS-12.18;1;06.11.2018;1;1146000;1146100;1145800;1145900;141
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146300;1145800;1145900;623
SPFB.RTS-12.18;1;06.11.2018;1;1146000;1146000;1145400;1145400;104
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145700;1145400;1145500;93
SPFB.RTS-12.18;1;06.11.2018;1;1145400;1145600;1145400;1145600;68
SPFB.RTS-12.18;1;06.11.2018;1;1145500;1145700;1145500;1145600;20
SPFB.RTS-12.18;1;06.11.2018;1;1145700;1145800;1145400;1145800;51
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146000;1145700;1145700;72
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1145900;1145700;1145800;36
SPFB.RTS-12.18;1;06.11.2018;1;1145800;1146000;1145700;1146000;63
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1145900;1145800;1145800;19
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146300;1145800;1145800;113
SPFB.RTS-12.18;1;06.11.2018;1;1145900;1146300;1145900;1146300;108
SPFB.RTS-12.18;1;06.11.2018;1;1146400;1146800;1146200;1146400;280
SPFB.RTS-12.18;1;06.11.2018;1;1146500;1146900;1146400;1146600;129
